player_username,trigger_game_id,trigger_timestamp,trigger_opponent_rating,trigger_moves,post_n,baseline_acpl,baseline_winrate,baseline_moves,post_acpl,post_winrate,post_moves,tilt_acpl,tilt_winrate,tilt_moves
Ermito,pAzIearT,1743621529525,1500.0,39,3,29.647058823529413,0.7,37.95,15.333333333333334,1.0,51.333333333333336,-14.313725490196079,0.30000000000000004,13.383333333333333
Ermito,LIwo1KGT,1762727249377,2257.0,35,2,29.647058823529413,0.7,37.95,32.0,1.0,38.5,2.352941176470587,0.30000000000000004,0.5499999999999972
FunnyBlani,TXgYTA4m,1752348162417,2574.0,25,3,47.6,0.3,45.4,64.33333333333333,0.0,55.666666666666664,16.733333333333327,-0.3,10.266666666666666
FunnyBlani,fCVQau7R,1752349066202,2389.0,22,3,47.6,0.3,45.4,43.333333333333336,0.0,54.0,-4.266666666666666,-0.3,8.600000000000001
FunnyBlani,EJ57BClN,1752349794130,2164.0,22,2,47.6,0.3,45.4,45.0,0.0,34.5,-2.6000000000000014,-0.3,-10.899999999999999
HakanTooGood,KjXSVX4v,1758540705530,2582.0,23,3,42.6,0.7,35.7,37.333333333333336,0.3333333333333333,30.0,-5.266666666666666,-0.36666666666666664,-5.700000000000003
HakanTooGood,DbwJVlbq,1758540893843,2587.0,31,3,42.6,0.7,35.7,26.333333333333332,0.6666666666666666,29.666666666666668,-16.26666666666667,-0.033333333333333326,-6.033333333333335
HakanTooGood,RfwXjURb,1759077185774,2279.0,40,3,42.6,0.7,35.7,29.0,1.0,45.0,-13.600000000000001,0.30000000000000004,9.299999999999997
HakanTooGood,bUbhWMSK,1759082836896,2168.0,12,1,42.6,0.7,35.7,52.0,0.0,35.0,9.399999999999999,-0.7,-0.7000000000000028
Heinza9,yEw75KSl,1739474830471,2010.0,57,3,37.65,0.7,38.35,21.333333333333332,1.0,32.0,-16.316666666666666,0.30000000000000004,-6.350000000000001
Heinza9,zXrfoUGs,1739476592863,2024.0,69,3,37.65,0.7,38.35,29.0,1.0,27.666666666666668,-8.649999999999999,0.30000000000000004,-10.683333333333334
Homino,Mku7xhfl,1765567131136,2554.0,28,3,35.1,0.25,43.4,37.333333333333336,0.3333333333333333,54.333333333333336,2.2333333333333343,0.08333333333333331,10.933333333333337
Homino,JblyWb8g,1765620596085,2435.0,44,3,35.1,0.25,43.4,41.333333333333336,0.0,44.333333333333336,6.233333333333334,-0.25,0.9333333333333371
